Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
MG;3159902;Santo Antônio do Amparo;4675,452885;3679,32579;4076,840958;3812,148229;3477,091901;3699,720612;3927,206273;3854,798867;3688,807977;3569,775488;3657,589361;3546,298772;SUDESTE
SP;3548054;Santo Antônio do Aracanguá;9495,775017;10899,22334;12442,48578;14653,76514;16420,03653;13207,47572;14313,99816;15532,07344;12208,98299;12268,21545;12632,54672;14675,58343;SUDESTE
MG;3160009;Santo Antônio do Aventureiro;2766,218054;2729,83993;2621,50472;2815,037679;2875,68145;2925,63727;2843,987409;2720,990418;2914,566813;3123,833538;2992,305292;3928,66327;SUDESTE
PR;4124202;Santo Antônio do Caiuá;3482,109385;3517,434321;3269,300372;3596,760477;4381,426027;4009,611757;3823,371828;3860,673048;3949,908517;4456,026762;4686,650632;5109,792252;SUL
GO;5219753;Santo Antônio do Descoberto;1325,692764;1186,488345;1635,917632;1509,930431;1438,92057;1416,744382;1393,565662;1329,367225;1840,19863;1882,994352;1928,355721;1981,379015;CENTRO-OESTE
MG;3160108;Santo Antônio do Grama;2428,435464;2370,923265;2581,753359;2696,771539;2760,10764;2784,249401;2882,279916;2904,754278;2905,589692;2916,797124;3044,328209;3292,136162;SUDESTE
AM;1303700;Santo Antônio do Içá;1255,906928;1122,274471;1139,222661;1448,337601;1322,773748;1251,887503;1199,341781;1269,69378;1569,302681;1473,36611;1496,082439;1803,99074;NORTE
MG;3160207;Santo Antônio do Itambé;1576,310326;1538,775056;1741,976202;1772,837059;1916,231171;1755,2561;1867,095237;1818,319487;2058,211198;2223,665999;2281,052133;2472,769325;SUDESTE
MG;3160306;Santo Antônio do Jacinto;1640,534337;1736,642097;1440,060823;1614,852671;1785,644301;1586,349951;1817,365412;1690,124448;1911,863425;2067,347788;2201,474136;2253,922792;SUDESTE
SP;3548104;Santo Antônio do Jardim;5254,050152;5031,453081;5552,840338;5552,919093;5408,724319;5901,77239;5061,066848;5254,758291;6838,475204;6153,826672;6531,745095;7712,385483;SUDESTE
MT;5107792;Santo Antônio do Leste;;;40698,01037;46519,16132;60107,818;68659,29619;56366,46847;29460,15134;35711,59864;34473,35605;31212,46239;17225,28613;CENTRO-OESTE
MT;5107800;Santo Antônio do Leverger;5096,9058;5960,37785;6003,548959;6390,092217;9539,325743;6381,00017;5371,893819;4967,249785;4512,913726;5202,564572;4756,569891;4795,075656;CENTRO-OESTE
MG;3160405;Santo Antônio do Monte;4405,418151;4484,085175;4042,843341;4227,984725;4430,176584;4078,755096;4232,441696;4059,449575;4590,248075;4473,124426;4187,900602;4507,503523;SUDESTE
RS;4317558;Santo Antônio do Palma;5819,0713;5961,406264;6328,472298;6113,797616;6247,835298;5597,870388;4761,754134;6227,143325;7330,300301;8173,990098;7315,661479;8308,892368;SUL
PR;4124301;Santo Antônio do Paraíso;5344,518826;4294,512476;4369,875639;5153,758292;7009,844411;6628,909577;4345,624726;3701,223107;6008,992121;7207,017344;5956,058991;5909,524993;SUL
SP;3548203;Santo Antônio do Pinhal;4111,726898;4330,5198;4284,636909;3971,492734;3563,348199;3403,395183;3372,907449;3427,569186;3799,981057;3499,112028;3963,423179;4054,085723;SUDESTE
RS;4317756;Santo Antônio do Planalto;8498,054048;9742,630579;11222,2199;12330,61305;15079,68202;13780,85416;7925,06027;12206,9484;12745,32149;12918,0084;10011,98017;10936,22136;SUL
MG;3160454;Santo Antônio do Retiro;1180,497461;1148,491286;1092,660937;1228,259186;1224,624322;1351,44115;1474,867032;1533,50719;1640,765635;1665,088903;1702,793707;1817,197526;SUDESTE
MG;3160504;Santo Antônio do Rio Abaixo;2253,518788;2285,089441;2052,372564;2227,418599;2123,062244;2229,262468;2385,186331;2463,701398;2573,329563;2728,444438;2881,893026;3183,123414;SUDESTE
PR;4124400;Santo Antônio do Sudoeste;3237,228713;3073,434467;2903,109853;3179,949899;3658,217423;3482,511614;3090,613323;3316,219249;3640,204292;3792,647812;3856,902911;3798,348871;SUL
PA;1507003;Santo Antônio do Tauá;1400,200955;1290,145346;1630,813223;1731,159434;2098,12843;1871,125372;1842,611998;1995,957194;1845,077053;1740,169943;1878,873824;1764,491905;NORTE
MA;2110302;Santo Antônio dos Lopes;1182,680431;1146,180076;1242,872047;1290,473788;1242,60927;1361,135505;1519,15715;1924,218835;2052,139429;2250,056837;2142,951633;2674,317684;NORDESTE
PI;2209450;Santo Antônio dos Milagres;909,2462796;924,6245487;848,4050814;887,3600594;1263,543616;1073,386971;1086,522934;1079,582613;1289,05675;1270,821247;1370,49294;1568,442181;NORDESTE
RS;4317806;Santo Augusto;6333,331027;6500,762895;7008,122781;7152,986678;9641,453646;7829,549305;6126,515307;6330,177179;8321,991741;8082,817096;7907,996765;8126,49921;SUL
RS;4317905;Santo Cristo;6593,666191;7289,217115;8085,786749;8309,798777;9013,738327;8255,977909;7510,957041;8720,490376;10169,99023;10023,03481;8877,46747;9437,923666;SUL
BA;2928802;Santo Estêvão;1269,335785;1303,797915;1328,579082;1678,145656;1752,298999;1817,382072;2036,376324;2021,883208;2265,630806;2346,196456;2837,243489;2859,25383;NORDESTE
SP;3548302;Santo Expedito;3118,664181;3370,569082;3239,64268;3841,836564;3708,85309;3616,673892;3784,042115;4666,275093;4803,415689;4318,453947;4478,148498;4979,247352;SUDESTE
RS;4317954;Santo Expedito do Sul;3681,48779;4198,081291;4257,453217;4367,092885;5958,385754;4779,109552;3427,6134;4930,55891;6744,502243;8105,803401;7039,050279;8056,989084;SUL
MG;3160603;Santo Hipólito;2765,18883;3056,394254;3217,478272;3727,117325;4683,191171;4446,533188;4410,195537;4090,471547;3813,857483;5340,520149;3919,494405;7832,863206;SUDESTE
PR;4124509;Santo Inácio;4591,606427;4472,884903;4284,80808;6654,297389;7824,178413;7244,997012;6777,441274;6613,709995;8637,612385;11971,28227;12414,12759;15787,65971;SUL
PI;2209500;Santo Inácio do Piauí;1223,072332;1479,256878;1267,313509;1240,675615;1273,338049;1281,466558;1269,639127;1310,667937;1395,620203;1454,63065;1580,235984;1659,641974;NORDESTE
SP;3548401;Santópolis do Aguapeí;5004,232094;5837,178094;4796,674476;5522,810275;6577,878019;5224,389237;5202,749802;6387,745606;5198,619717;4622,321731;4809,365836;5443,689082;SUDESTE
SP;3548500;Santos;12470,47994;11297,06105;11111,26432;18102,26733;16006,32821;16518,82774;22252,65432;22904,04938;26150,36631;30444,7938;26104,01267;29380,6606;SUDESTE
MG;3160702;Santos Dumont;4606,513164;4786,311629;4249,807762;4809,992744;4556,537179;5016,407646;5122,65338;5104,967455;5387,415181;5150,490197;5046,244865;4949,686893;SUDESTE
CE;2312304;São Benedito;1427,153992;1597,151949;1452,087052;1579,945022;1696,782734;1769,244601;1747,255687;1997,096108;1980,151878;2129,579736;2165,887412;2395,702549;NORDESTE
MA;2110401;São Benedito do Rio Preto;1088,830005;1182,917641;954,980205;1077,041178;1070,629452;1237,475381;1168,149356;1282,866753;1330,607901;1990,265157;1466,332483;1570,588645;NORDESTE
PE;2612901;São Benedito do Sul;1285,499094;1264,541528;1357,266496;1337,201599;1289,541807;1285,461536;1514,307556;1489,642095;1791,224067;1783,582354;1710,250623;1665,967147;NORDESTE
PB;2513927;São Bentinho;1503,113989;1758,00064;1445,774448;1848,834661;2244,143822;1614,568125;1790,573285;2056,765467;2044,336813;2104,866563;2187,37339;2215,165213;NORDESTE
MA;2110500;São Bento;959,1502258;975,7406751;962,7138184;944,3778527;983,1351401;1074,727746;1128,124711;1164,711951;1075,324323;1187,850441;1303,018865;1207,635324;NORDESTE
PB;2513901;São Bento;1872,064535;1860,840139;1807,31578;1761,148856;1928,69965;1825,951284;1708,667503;2061,416433;2203,690662;2365,669782;2504,977535;2785,882393;NORDESTE
MG;3160801;São Bento Abade;2926,690875;11420,97598;2716,7466;3534,506328;4101,728584;4129,095159;3693,636843;4256,796242;4090,578183;4149,278829;3495,844418;4039,182735;SUDESTE
RN;2411601;São Bento do NORTE;1675,389369;1619,672639;1999,741218;2081,74268;1874,152205;1990,768692;3269,449195;3308,339782;3523,964756;2356,636243;2650,192119;3466,851002;NORDESTE
SP;3548609;São Bento do Sapucaí;3419,105005;3514,738469;3288,085677;3416,241222;3300,910689;3035,517347;3057,425711;3126,430288;3832,863797;3596,526595;4026,068698;4532,934113;SUDESTE
SC;4215802;São Bento do Sul;9547,596133;10190,70585;9732,575206;10473,0298;10652,9274;11437,94998;10240,83466;9695,245428;10479,58727;10309,17583;9478,181189;10558,3012;SUL
TO;1720101;São Bento do Tocantins;1668,829404;2146,357965;1470,431145;1675,5046;1824,752182;2200,722408;2134,46689;2554,917855;2227,678547;2224,721921;2204,798164;2446,57894;NORTE
RN;2411700;São Bento do Trairí;1517,369127;1569,987163;1657,820079;1806,560806;1647,806682;1827,16813;1903,706392;2184,567875;2098,243742;2030,152889;2195,867254;2103,05666;NORDESTE
PE;2613008;São Bento do Una;1560,986576;1581,955218;1759,181784;1885,228434;2230,567634;1749,184549;2121,938265;2172,695568;2502,764029;2428,85036;2666,846993;2390,597982;NORDESTE
SC;4215752;São Bernardino;3298,099455;3708,33671;4309,260662;5026,080935;6034,40563;5917,161722;5529,808427;5704,274902;5921,225755;7741,862457;7588,925519;7114,518027;SUL
MA;2110609;São Bernardo;904,7897603;928,4926625;1021,99178;1061,426828;1016,579159;1108,836501;1116,416426;1230,40714;1269,521515;1525,420744;1627,656856;1582,111876;NORDESTE
SP;3548708;São Bernardo do Campo;14503,40131;14888,51027;16069,36114;14955,34565;15511,99488;15641,93849;14647,49355;15187,92584;18058,58178;19360,40741;17230,32398;20739,25451;SUDESTE
SC;4215901;São Bonifácio;4579,497467;4781,24684;4263,148075;4946,59135;6070,396902;5923,342187;5901,624593;5299,237189;4438,071292;4795,724235;4932,923897;5240,915455;SUL
RS;4318002;São Borja;5388,447128;5090,792277;5334,752737;5791,474317;6394,074092;6352,869065;6457,778081;7804,601808;7690,0033;8076,466899;8992,564799;9712,321714;SUL
AL;2708204;São Brás;1643,274822;1624,480591;1520,135617;1543,140662;1434,588712;1536,285101;1740,967804;1909,510443;1807,592202;1791,084703;1886,392935;1859,430223;NORDESTE
MG;3160900;São Brás do Suaçuí;5425,053473;6860,754445;7410,765608;7149,063624;7853,188896;12759,56543;11569,26546;12581,27345;13722,49719;12787,98201;9269,039666;9696,718213;SUDESTE
PI;2209559;São Braz do Piauí;947,1106586;918,080608;1037,120755;914,3641157;1020,329832;1000,681789;1240,404139;1162,329264;1345,044384;1375,716477;1610,657221;1487,443454;NORDESTE
PA;1507102;São Caetano de Odivelas;1710,925836;1824,548167;1766,696533;1678,137513;1621,417897;1729,538166;1706,856921;1837,802391;2000,457828;1631,529287;1678,679366;1749,964442;NORTE
SP;3548807;São Caetano do Sul;24426,2948;26495,33088;24889,54087;25526,28159;27203,23324;30650,84402;37900,31396;41784,85836;34454,96736;34898,9116;28315,9883;32910,6486;SUDESTE
PE;2613107;São Caitano;1411,970741;1484,263113;1450,903984;1428,276311;1310,969102;1366,505182;1452,3952;1548,081905;1643,559202;1635,041443;1763,2141;2001,506148;NORDESTE
SC;4216008;São Carlos;4356,12204;4704,829706;5146,797591;5699,995116;6250,669922;6331,175136;5862,489034;5763,85368;6078,7806;6777,766915;6452,091042;6796,277154;SUL
SP;3548906;São Carlos;9113,289512;10436,47947;10075,42148;9670,440839;9260,082178;9071,676488;8571,068959;8514,248241;9486,874829;9249,86293;9908,555172;10317,6423;SUDESTE
PR;4124608;São Carlos do Ivaí;6458,298505;6552,122268;5586,603306;6562,446173;8146,050696;7991,651826;7420,785926;9006,589186;9151,174093;9377,768933;10686,20731;9974,252947;SUL
SE;2806701;São Cristóvão;2052,414837;2169,029745;2239,306665;2327,733996;2244,165561;2310,655886;2303,980534;2426,929146;2698,712857;2842,862313;2757,819018;2838,236551;NORDESTE
SC;4216057;São Cristovão do Sul;6177,106521;9708,522046;8270,271066;10739,82297;10657,22823;9001,86652;8731,667061;7705,406005;6069,63257;5972,393753;5972,914367;6120,564839;SUL
BA;2928901;São Desidério;9026,877056;12746,40543;14871,51955;15988,31842;21403,92663;33740,49301;26449,78189;18186,16355;19168,57971;19955,40834;17298,18058;13777,74869;NORDESTE
BA;2928950;São Domingos;1697,592214;2079,260468;1666,994358;1837,137945;1859,722925;1961,949419;2025,184895;2139,989944;1982,307271;1917,821042;2156,628257;2234,011919;NORDESTE
GO;5219803;São Domingos;1918,406491;2171,177693;2522,429553;2796,363608;3011,042886;3326,893847;3363,118873;3637,956158;3771,135064;3970,610173;3467,653747;3439,231432;CENTRO-OESTE
SC;4216107;São Domingos;5548,01092;6451,769007;6093,024878;7343,952756;8919,431793;9494,064593;7499,865971;7898,40267;8415,183515;9290,373036;10121,74922;9322,533963;SUL
SE;2806800;São Domingos;1606,672846;1794,641037;1769,767645;2033,587811;2754,17234;2493,483092;2294,404877;2438,028252;2590,862326;2555,235385;2277,865298;2492,582053;NORDESTE
MG;3160959;São Domingos das Dores;3100,252311;3213,779498;2839,980014;3044,664233;3044,774632;2909,18881;3009,095548;2771,280278;3089,924609;3323,68626;3090,441662;3037,544406;SUDESTE
PB;2513968;São Domingos de Pombal;1455,134698;1534,551571;1922,642899;1908,62762;1828,771553;2001,715432;2023,433159;2301,389464;1984,184591;2107,499901;2200,455658;2288,27388;NORDESTE
PA;1507151;São Domingos do Araguaia;1236,494265;1151,840473;1519,522667;1619,795674;1613,621514;1808,070488;1835,570994;1805,243297;2066,480518;1969,003231;2035,17898;2088,989891;NORTE
MA;2110658;São Domingos do Azeitão;3789,507558;3959,092094;3243,477819;3653,750838;3996,254071;3501,698532;3113,059926;2431,439839;2115,622041;4119,976164;4717,509174;3847,466993;NORDESTE
PA;1507201;São Domingos do Capim;1004,389902;942,0922292;983,1378929;994,322102;1042,427019;1019,572558;996,4059018;1108,926258;1701,784485;1251,536445;1477,200542;1555,74161;NORTE
PB;2513943;São Domingos do Cariri;1745,206133;2072,566964;1815,970571;1666,246121;1685,673521;1707,181443;1803,170413;2094,257772;1979,343613;2351,283593;2411,576413;2269,817076;NORDESTE
MA;2110708;São Domingos do Maranhão;1005,221848;1147,916449;1296,266525;1279,798693;1295,040134;1409,156952;1422,141605;1467,697175;1732,530184;1783,871555;1688,360961;1971,022762;NORDESTE
ES;3204658;São Domingos do NORTE;3050,795978;3694,876419;3247,79504;3414,441459;3256,237467;3644,968412;3932,780227;5857,065185;7613,054112;5753,444019;5249,852123;5242,758678;SUDESTE
MG;3161007;São Domingos do Prata;2537,074271;2476,032946;2241,121154;2448,931833;2379,852014;2495,637484;2662,939348;2726,083069;2734,264568;2979,099236;3125,347667;3255,714832;SUDESTE
RS;4318051;São Domingos do Sul;4485,023469;4558,333782;4662,592572;5028,320305;5015,196155;4821,462212;4459,516863;4792,327851;5734,618555;6234,240888;5753,261833;6534,074705;SUL
BA;2929107;São Felipe;1216,749381;1195,316923;1288,291201;1378,448192;1435,174368;1442,119791;1623,666897;1760,660283;1880,23088;1951,896507;1870,679057;2019,300171;NORDESTE
RO;1101484;São Felipe D'Oeste;3219,962889;3482,390867;3099,663663;3385,024558;3933,463598;4222,510388;4396,631245;4599,38987;5427,661251;5584,532989;5402,065945;5567,428531;NORTE
BA;2929008;São Félix;1540,585011;1463,292255;1816,272777;1927,726014;1856,488204;1854,712799;2038,239432;2294,595548;2498,46718;2335,77952;2100,410399;2309,269052;NORDESTE
MA;2110807;São Félix de Balsas;1320,954789;1241,768606;1281,349812;1461,609321;1461,587002;1649,494694;1395,010838;1520,570668;1405,762663;1985,964186;2071,462959;1770,222413;NORDESTE
MG;3161056;São Félix de Minas;1923,870616;2228,88328;1751,10255;1888,195021;1928,016017;1808,729792;2107,774469;2279,889461;2425,657347;2580,676111;2699,999647;3147,14681;SUDESTE
MT;5107859;São Félix do Araguaia;3190,766579;3539,388816;3548,706279;4773,620859;4324,334479;7279,448919;8735,649074;5381,828579;5938,044522;6592,888691;7145,109316;6731,413373;CENTRO-OESTE
BA;2929057;São Félix do Coribe;1438,526374;1496,587847;1773,497047;2142,169429;2204,042261;2246,163073;2543,512875;2535,864246;2421,391637;2434,240193;2463,027107;2858,094096;NORDESTE
PI;2209609;São Félix do Piauí;1427,818263;1583,28073;1502,546855;1460,720598;1643,495209;1674,258056;1592,951103;1664,625293;1690,157641;1792,447248;1740,982515;1828,555783;NORDESTE
TO;1720150;São Félix do Tocantins;1329,884424;1227,275242;1639,74243;1717,754698;1933,349273;1828,597564;2066,721974;1997,987793;2451,358163;2438,979929;2761,788637;2787,577624;NORTE
PA;1507300;São Félix do Xingu;2513,688122;2360,09776;3840,674247;4479,190691;4258,298905;3740,159565;3896,902895;4137,071663;3271,571072;2879,929423;2688,773848;2579,399901;NORTE
RN;2411809;São Fernando;2577,91698;2381,752951;2640,66194;4576,987596;4858,609637;4936,796438;4195,967494;4744,505895;4432,3175;4172,620891;4372,965902;4472,76234;NORDESTE
RJ;3304805;São Fidélis;4651,754961;4297,722189;4212,259983;4182,751007;4020,055039;4849,316788;4233,893899;4212,17882;4562,387872;5237,874412;4936,662288;5084,633375;SUDESTE
MG;3161106;São Francisco;1456,043671;1421,247668;1496,237272;1566,878795;1590,059374;1544,738813;1656,511223;1725,924399;1865,296008;1950,981315;1984,266484;2180,396892;SUDESTE
PB;2513984;São Francisco;1314,511889;1402,995904;1375,373506;1407,477998;1425,586639;1363,502608;1448,83015;1555,806527;1658,916248;1748,325263;1935,451056;2154,877963;NORDESTE
SE;2806909;São Francisco;2134,995478;1780,827953;2049,933899;2175,786167;2271,361953;2222,023718;2272,593071;2483,549504;2409,336664;2479,606881;2593,521612;2351,003579;NORDESTE
SP;3549003;São Francisco;4059,493864;4717,332366;4282,591773;5984,849668;5228,477414;4582,74886;3598,044092;3610,425892;5035,152438;4504,095262;4411,880383;5389,626289;SUDESTE
RS;4318101;São Francisco de Assis;3592,67555;3493,73103;3933,47271;3960,149985;4532,557516;3955,460938;3879,987703;4448,798285;5066,969925;4936,563931;5138,841083;5372,286883;SUL
PI;2209658;São Francisco de Assis do Piauí;961,288147;914,5403326;954,8671631;1000,106266;1213,942187;1121,261232;1164,491842;1226,193631;1386,183934;1299,602589;1340,552099;1423,673601;NORDESTE
GO;5219902;São Francisco de Goiás;2310,387409;2585,953809;2667,861231;3052,292611;3267,720953;3266,594777;3209,376561;2890,351464;3077,198545;3185,706789;3159,924641;3441,705579;CENTRO-OESTE
RJ;3304755;São Francisco de Itabapoana;4261,801207;4317,802788;3968,628302;3878,138028;3760,205783;3860,029724;3922,268047;4088,713415;4163,685794;5072,542073;5721,73068;6650,392885;SUDESTE
MG;3161205;São Francisco de Paula;3778,838791;3638,324582;3247,865119;3060,188759;3297,356723;4179,371914;4056,644264;4107,753172;4016,825705;4202,022638;3999,708371;3994,152472;SUDESTE
RS;4318200;São Francisco de Paula;5351,541304;5334,742141;5251,991824;5242,697964;5050,991587;5674,251313;5955,146824;6164,014454;5775,106601;6206,275023;6933,257333;7100,347777;SUL
MG;3161304;São Francisco de Sales;6152,819372;5971,10939;5446,303261;5733,025531;6655,310521;6866,34646;6336,177522;6224,684161;8341,69213;7927,781486;8570,985008;9840,795;SUDESTE
MA;2110856;São Francisco do Brejão;2207,334837;2229,440571;2371,026376;2195,482498;2080,226079;2122,640829;2128,418915;2212,088111;2200,316997;2296,309658;2492,121297;2127,78631;NORDESTE
BA;2929206;São Francisco do Conde;100790,3486;114892,404;141979,7446;132744,2119;125604,9642;112706,8232;132543,732;128731,1854;134297,3329;100482,596;125447,3495;132425,7609;NORDESTE
MG;3161403;São Francisco do Glória;2770,91365;2751,045045;2323,633173;2204,40227;2179,017148;2199,628032;2415,146212;2666,804196;2429,04338;2922,68127;2766,35186;3078,169272;SUDESTE
RO;1101492;São Francisco do Guaporé;3790,065253;4651,483084;3121,148325;3500,67816;3969,459815;3802,31029;4071,069643;3995,384652;4876,542343;5694,826724;5991,837044;6163,835525;NORTE
MA;2110906;São Francisco do Maranhão;934,369567;1007,759976;945,9996559;950,6666237;1054,943941;1088,766;1031,010122;1058,744947;968,1476013;1187,935874;1263,771883;1326,430007;NORDESTE
RN;2411908;São Francisco do Oeste;1540,224229;1482,417936;1624,650145;1792,423157;1522,785884;1622,362504;1781,334431;1945,510223;2318,425869;2426,475273;2440,11345;2284,968286;NORDESTE
PA;1507409;São Francisco do Pará;2103,267755;2232,589101;1328,234638;1331,308861;1397,945111;1224,028584;1302,843786;1219,118421;1971,819717;1925,868038;2141,211669;1931,405363;NORTE
PI;2209708;São Francisco do Piauí;1140,670139;1183,684149;1116,468159;1116,688874;1124,962182;1188,98529;1138,076595;1137,550162;1142,274875;1277,00312;1503,284651;1752,668538;NORDESTE
SC;4216206;São Francisco do Sul;21197,28706;18095,23589;19759,63088;33116,90932;35982,953;25656,86666;39877,88945;44201,74907;44119,73086;41613,83662;40100,19025;41809,14696;SUL
BA;2929255;São Gabriel;1117,966406;1178,832399;1024,642074;1132,480505;1164,288915;1373,644926;1426,815923;1349,406516;1524,982021;1920,05962;1540,048841;1815,377935;NORDESTE
RS;4318309;São Gabriel;4947,067416;4447,03546;4825,778386;5033,046452;5327,161292;5412,542764;4683,587956;4934,267254;5908,564371;6198,249114;6558,463025;8897,088997;SUL
AM;1303809;São Gabriel da Cachoeira;1714,716451;1491,259831;1426,631426;1905,344902;1739,23399;1780,407981;1834,645376;2534,756358;2323,209274;2363,936602;2330,644121;2073,856341;NORTE
ES;3204708;São Gabriel da Palha;3512,25378;4264,912147;3790,263419;3661,469978;3686,991053;4016,375426;4423,713339;4540,849116;4947,62304;4440,684408;4290,927901;4211,372498;SUDESTE
MS;5007695;São Gabriel do Oeste;13031,20557;13527,01825;14125,03541;14612,88389;17576,78613;15202,61303;10749,33244;9585,205409;12148,32592;12151,10518;13312,75355;12527,45448;CENTRO-OESTE
MG;3161502;São Geraldo;2722,329543;2742,52091;2553,378724;2759,034803;2823,225875;2738,394213;3045,438798;3334,268456;2803,040314;2829,360031;2920,776409;3284,095036;SUDESTE
MG;3161601;São Geraldo da Piedade;1981,904694;1840,745804;1890,768;1992,551344;1997,299097;1976,413777;2076,360453;2222,259477;2428,321726;2679,842485;2355,268808;2676,224566;SUDESTE
PA;1507458;São Geraldo do Araguaia;2381,692697;2408,028344;2046,347433;2034,017696;2067,504429;2362,057404;2412,4085;2400,77406;2752,232464;2572,788066;2520,16994;2736,742015;NORTE
MG;3161650;São Geraldo do Baixio;2530,345628;2548,773415;2110,435125;2359,856689;2563,443086;2613,976527;2721,066807;2943,137501;2735,305665;2895,603238;3050,037253;3194,135256;SUDESTE
MT;5199919;São Gonçalo;;;;;;;;;;;;;CENTRO-OESTE
RJ;3304904;São Gonçalo;4936,719341;4700,905305;4620,857134;4595,832967;4179,770345;4247,444877;4149,2966;4199,548831;4325,843461;4353,996106;4401,057284;4615,291045;SUDESTE
MG;3161700;São Gonçalo do Abaeté;5157,769418;5355,027667;4876,560085;6075,229328;5776,380894;6361,574161;7566,679179;6706,537827;7042,879513;7539,023839;7263,664901;7326,937729;SUDESTE
CE;2312403;São Gonçalo do Amarante;1993,337667;1758,338077;1583,606897;1668,202599;1805,862126;1883,48896;2035,345295;6646,244995;7690,796661;7481,464028;7634,776067;11361,97249;NORDESTE
RN;2412005;São Gonçalo do Amarante;3107,790986;2958,509691;3306,852779;3098,102677;3220,3218;3174,47065;4180,273183;4213,650624;4440,988289;4796,459582;4889,862944;4854,78481;NORDESTE
PI;2209757;São Gonçalo do Gurguéia;1341,332524;1309,209802;1414,466969;1249,313552;1391,512975;1567,622124;1503,713555;1538,996585;1649,025708;1787,140683;1956,004441;2032,582084;NORDESTE
MG;3161809;São Gonçalo do Pará;3609,079562;3750,003922;3730,801038;3826,294673;4491,924013;5747,263799;4622,339464;5180,50947;4182,711926;4368,178434;3383,279746;4371,970507;SUDESTE
PI;2209807;São Gonçalo do Piauí;1237,880193;1321,482749;1138,608055;1106,612044;1163,462252;1223,097083;1213,504528;1195,07314;1406,398445;1554,961505;1678,05898;1634,725386;NORDESTE
MG;3161908;São Gonçalo do Rio Abaixo;2429,762003;2613,011854;2415,609953;2915,751049;3786,46935;5642,632181;11037,14372;15982,03948;26182,90991;45570,54783;24455,074;64621,6159;SUDESTE
MG;3125507;São Gonçalo do Rio Preto;1853,043863;1676,850839;1917,665781;2070,155457;1975,08007;2027,917212;2169,069268;2272,886977;2369,276518;2484,832028;2495,915997;2642,129259;SUDESTE
MG;3162005;São Gonçalo do Sapucaí;4730,710998;5415,621188;5157,66548;4824,786656;4968,298834;5409,128541;5423,504373;5232,418867;5680,345698;5994,695108;5922,349626;6625,72268;SUDESTE
BA;2929305;São Gonçalo dos Campos;1532,655763;1443,692965;1522,414602;2237,205496;2711,891245;2479,386609;2932,075999;2852,142339;3178,717437;3332,752219;3914,547132;3494,143226;NORDESTE
MG;3162104;São Gotardo;5888,895503;5826,303562;4994,886744;4996,954553;5397,831631;5441,368849;5434,932321;4939,976941;5536,804827;5534,260585;5544,877229;6046,067372;SUDESTE
RS;4318408;São Jerônimo;4540,679046;5083,15316;5159,751098;5253,884054;5505,928235;6127,734905;6245,151811;6846,16999;6596,700408;6356,1496;6455,268752;6657,864604;SUL
PR;4124707;São Jerônimo da Serra;2770,945909;2967,530164;2429,095447;2614,337225;3446,067842;4040,942776;3282,802646;3376,806154;3330,256525;4028,466077;3575,716808;3293,142083;SUL
PE;2613206;São João;1276,692388;1336,056481;1492,67731;1521,439824;1701,365265;1757,140459;1602,066653;1803,515459;1975,797071;1742,99871;2088,994956;2171,241386;NORDESTE
PR;4124806;São João;5495,953541;6056,248532;5286,830248;6311,327686;8041,522855;8717,850414;7163,344001;6936,854031;7266,195499;7632,641741;8099,851747;8786,368114;SUL
MA;2111003;São João Batista;954,1221059;916,349185;1035,419105;1130,546935;1301,793899;1391,0458;1228,976389;1240,297844;1469,287978;1440,37905;1243,228138;1281,025977;NORDESTE
SC;4216305;São João Batista;4940,362743;6064,013773;5652,493332;5706,154366;6452,601243;7350,012389;7993,117551;9070,446369;7159,853743;7233,279339;6806,478877;6724,378818;SUL
MG;3162203;São João Batista do Glória;22161,72787;24143,2829;15171,54657;15091,24873;21287,99928;24240,20697;29143,66306;29541,07743;27036,38092;25053,25106;22893,955;23254,09107;SUDESTE
RR;1400506;São João da Baliza;5324,176916;5867,646184;4521,869845;4492,675489;4371,257927;3848,43137;3963,136166;4398,193767;4400,625636;4780,527051;4758,469234;4362,664987;NORTE
RJ;3305000;São João da Barra;5897,180829;7801,220522;6986,306704;5571,677483;11822,69966;13728,53883;14666,34507;18941,58035;15878,4928;46134,25712;34837,2815;47481,38209;SUDESTE
SP;3549102;São João da Boa Vista;8629,097263;9157,466842;8827,848924;8658,684053;8105,157985;8283,718008;8550,284934;8403,781615;9340,948169;9698,642709;9257,584532;9479,263239;SUDESTE
PI;2209856;São João da Canabrava;1056,272511;1084,016945;1144,169921;1109,023427;1280,579088;1380,309535;1371,693244;1700,53605;1456,326446;1629,210177;1675,446969;1665,387694;NORDESTE
PI;2209872;São João da Fronteira;1242,423102;1240,102072;1443,292513;1364,02193;1453,31998;1376,319647;1232,647112;1342,045275;1693,20994;2160,495023;1565,205297;1730,865476;NORDESTE
MG;3162252;São João da Lagoa;1863,492105;1961,663303;1893,136714;1870,227464;1814,041421;1863,660396;1994,346542;1961,640172;2102,890537;2461,281642;2601,292559;3129,554903;SUDESTE
MG;3162302;São João da Mata;4081,480106;3995,008791;3696,096375;3726,235865;3568,601996;3994,203778;4256,931685;4177,793422;4208,124291;4142,733982;4160,559911;4551,066988;SUDESTE
